id	path	toxicity	text
angry_01-61	/datasets/violence/audio/angry_01-61.wav	Yes	Yeah, let me be the first one to say I should whoop your motherfucking ass going through my goddamn car. Put my shit back in the car.
angry_01-62	/datasets/violence/audio/angry_01-62.wav	Yes	in my goddamn car. The fuck are you doing? Put my shit back in my motherfucking car.
angry_01-63	/datasets/violence/audio/angry_01-63.wav	Yes	Get your god damn ass out my shit! Put my shit back in my god damn car! Turn your motherfucking ass! Get the fuck away!
angry_01-64	/datasets/violence/audio/angry_01-64.wav	Yes	Get out my shit. No get out my shit. I don't want to hear shit. You gotta say now go go now
angry_01-65	/datasets/violence/audio/angry_01-65.wav	Yes	Spanish I caught your answer I got you recorded let's go bitch let's call 911 now stealing all my parts out my car don't tell me to
angry_01-66	/datasets/violence/audio/angry_01-66.wav	Yes	Bitch you in my shit. You just raided my shit Now
angry_01-67	/datasets/violence/audio/angry_01-67.wav	Yes	Now. I got a problem on his car. With his car. With your husband. Hey.
angry_01-68	/datasets/violence/audio/angry_01-68.wav	Yes	Stealing my shit. Okay your husband
angry_01-69	/datasets/violence/audio/angry_01-69.wav	Yes	Já si vám tady snažím uzát, nezavětli, čeho jsi... Chováte si arogan! Ne! Já jsem si prostě opět... Nezavěte na mě! Bude ticho posokrát, nechám výtat!
angry_01-7	/datasets/violence/audio/angry_01-7.wav	Yes	You hit me with a gun! You hit me with a gun! Get away! What the fuck is wrong with you? Cory! Cory don't!
angry_01-71	/datasets/violence/audio/angry_01-71.wav	Yes	Tak se mi vrát něco prostě, ale prostě, ale se mi vrát něco. Tak se mi vrát papíry, budu nějaký papíry volát, tak se tlímám, če to tam je.
angry_01-72	/datasets/violence/audio/angry_01-72.wav	Yes	Снимай! Лова? Кто? Вы стерону не стерчили! Вы стерону не стерчили, к***а!
angry_01-73	/datasets/violence/audio/angry_01-73.wav	Yes	おわしやタクシーの花タクシーの花バッチン バッチン
angry_01-74	/datasets/violence/audio/angry_01-74.wav	Yes	Odej, máte nikam nebojne, člověk! Skur, co ty, co ty tačíš, člověk!
angry_01-75	/datasets/violence/audio/angry_01-75.wav	Yes	아이쿠! 아이쿠! 아이쿠! 아이쿠! 아이쿠!
angry_01-8	/datasets/violence/audio/angry_01-8.wav	Yes	Coy please! Hit me again! Oh god damn that was good. Go away! Hit me again! Go away!
angry_01-9	/datasets/violence/audio/angry_01-9.wav	Yes	Cory stop it! Here it goes! Bubba stop! Why would you do that? Damn pill! Stop! Fuck you!
angry_02-1	/datasets/violence/audio/angry_02-1.wav	Yes	Not to know English, not to get it right the first time. You get it right the first time. The customer is always right.
angry_02-10	/datasets/violence/audio/angry_02-10.wav	Yes	Thanks for watching!
angry_02-11	/datasets/violence/audio/angry_02-11.wav	Yes	Tadeusz A 빨리 je z tropa...
angry_02-12	/datasets/violence/audio/angry_02-12.wav	Yes	Should I go jump him? Nah. This n***a is lit. Oh wait chill chill chill. Chill let me watch this shit.
angry_02-13	/datasets/violence/audio/angry_02-13.wav	Yes	You could get away if you leave, bruh. Beast! Beast! Beast!
angry_02-14	/datasets/violence/audio/angry_02-14.wav	Yes	They don't love me! You got me going at the average pace! No I'm not, I see better like this. I see better like this bruh. They don't love me either!
angry_02-15	/datasets/violence/audio/angry_02-15.wav	Yes	Oh shit! Oh shit!
angry_02-16	/datasets/violence/audio/angry_02-16.wav	Yes	Yes!
angry_02-17	/datasets/violence/audio/angry_02-17.wav	Yes	I need my shirt.
angry_02-18	/datasets/violence/audio/angry_02-18.wav	Yes	Alright.
angry_02-19	/datasets/violence/audio/angry_02-19.wav	Yes	Let's go to the waiting area.
angry_02-2	/datasets/violence/audio/angry_02-2.wav	Yes	It's called legal. Yeah, put your seatbelt on. Put your fucking mouth shut!
angry_02-20	/datasets/violence/audio/angry_02-20.wav	Yes	Thanks for watching!
angry_02-21	/datasets/violence/audio/angry_02-21.wav	Yes	we didn't say anybody was in this bag
angry_02-22	/datasets/violence/audio/angry_02-22.wav	Yes	laughing Dude stream it out
angry_02-24	/datasets/violence/audio/angry_02-24.wav	Yes	I can call some bloods with your crits, but how about the war I fucked up bitch? Didn't I kick you in the goddamn open town and dragged you down the goddamn alley?
angry_02-25	/datasets/violence/audio/angry_02-25.wav	Yes	Stay in the old lane, motherfucker! Kick all this shit down, man. Fuck me. Yo! Yo! Yo! What the fuck you doing?
angry_02-26	/datasets/violence/audio/angry_02-26.wav	Yes	Ah, goddamn it! Get smashed, get smashed, bitch! Get the fuck out of here, bitch! Get the fuck out of here!
angry_02-28	/datasets/violence/audio/angry_02-28.wav	Yes	Thanks for watching!
angry_02-3	/datasets/violence/audio/angry_02-3.wav	Yes	You are really pissing me off. I know I am. And you do this for a hobby? Fucking annoy people.
angry_02-30	/datasets/violence/audio/angry_02-30.wav	Yes	太爆 Mhm嗯東這邊好來喔嗯畢竟
angry_02-31	/datasets/violence/audio/angry_02-31.wav	Yes	Kia-kee-sah-rya! Kia-kee-sah-rya secretly repeat
angry_02-34	/datasets/violence/audio/angry_02-34.wav	Yes	这个是你的下脖这个大现在小点点
angry_02-36	/datasets/violence/audio/angry_02-36.wav	Yes	Stop camping please. Did you go there? Are we? Why did you shoot me? Because the guy behind you was being a prick. Why didn't you just fuck off your
angry_02-37	/datasets/violence/audio/angry_02-37.wav	Yes	You little loser trying to get good at the game you dickhead! Such a prick! Go fuck yourself you loser! What's your problem? You're just a fucking geek!
angry_02-38	/datasets/violence/audio/angry_02-38.wav	Yes	That guy stood in front of me when he says I'm a fucking loser, he's a dickhead, go away you little prick! So by following me, you're a level 25 and you've had the game for about five fucking years.
angry_02-39	/datasets/violence/audio/angry_02-39.wav	Yes	Go away! Excuse me sir, you were camping. You can't really do that. I was camping and I killed someone, I stood behind the corner to reload and then I was about to move and tell you big dumb ass...
angry_02-4	/datasets/violence/audio/angry_02-4.wav	Yes	I'm taking your camera. Come and fucking do it! Come on you cunt! Fuck! Not fucking quick!
angry_02-40	/datasets/violence/audio/angry_02-40.wav	Yes	My fucking dickhead stood in front of me! Good day, you little prick! That's not nice, is it? Man, that's a thousand points! You're not very good, are ya? No! Well, I'm obviously better than you, because I ranked up.
angry_02-41	/datasets/violence/audio/angry_02-41.wav	Yes	for skill.
angry_02-42	/datasets/violence/audio/angry_02-42.wav	Yes	speaking, but it's really rude. And if you want to be polite to the customer, okay? If you want to, if you want to, hey, if you want to be polite.
angry_02-43	/datasets/violence/audio/angry_02-43.wav	Yes	to the customer and you speak English to the customer in America. Okay? My kids don't eat green things. They eat...
angry_02-44	/datasets/violence/audio/angry_02-44.wav	Yes	Red peppers. You calm down. You calm down. Usually you make it with green pepper. Okay. Usually you make it with green pepper. I ordered it with red pepper. What are you gonna do?
angry_02-45	/datasets/violence/audio/angry_02-45.wav	Yes	You like it? Okay, well how long is it gonna take? 15 minutes. 15 minutes. I don't have 15 minutes for you.
angry_02-46	/datasets/violence/audio/angry_02-46.wav	Yes	Добро пожаловать на канал!
angry_02-47	/datasets/violence/audio/angry_02-47.wav	Yes	Thanks for watching!
angry_02-48	/datasets/violence/audio/angry_02-48.wav	Yes	Thanks for watching!
angry_02-49	/datasets/violence/audio/angry_02-49.wav	Yes	122 блять
angry_02-5	/datasets/violence/audio/angry_02-5.wav	Yes	Thanks for watching!
angry_02-51	/datasets/violence/audio/angry_02-51.wav	Yes	اه بابا حمودي شو انك جيد اميسيا اميسيا من اقلك دوز دوز يلا دوز دوز هاي
angry_02-6	/datasets/violence/audio/angry_02-6.wav	Yes	I should have gotten it the first time when he knocked it around, bruh. This man came back, he bought it. Fuck y'all, I told y'all I had this shit last time, you know. Go ahead.
angry_02-7	/datasets/violence/audio/angry_02-7.wav	Yes	BITCH! BITCH! BITCH! BITCH! IT! GO BITCH! AY!
angry_02-8	/datasets/violence/audio/angry_02-8.wav	Yes	Hey, there! Oh shit! You got the way, you got the way, you got the way! Go, where are you? Bitch!
angry_02-9	/datasets/violence/audio/angry_02-9.wav	Yes	Back up, back up. I'm so sorry. I don't give a fuck if I get hit as long as this going world star.
angry_03-1	/datasets/violence/audio/angry_03-1.wav	Yes	Didn't let me get a job! The white man didn't let me do it, nigger! Now you're fucking burning hell, nigger!
angry_03-10	/datasets/violence/audio/angry_03-10.wav	Yes	Eu tô nervioso, mano. Olha o dono lá, o jeito que fica. Ô, rapaz. O juízo é longe. Logo hoje não...
angry_03-11	/datasets/violence/audio/angry_03-11.wav	Yes	E Hells! Teste aí rapaz! Tô bonito!
angry_03-12	/datasets/violence/audio/angry_03-12.wav	Yes	Isso tá porra, vai quebrar mais! Tá porra! Rocha moleque! Você vai se machucar ou... Você vai se machucar, para de batendo o bicho!
angry_03-13	/datasets/violence/audio/angry_03-13.wav	Yes	Moça, você vai rasgar toda. Eu filmo até a hora que eu quiser, que pá. Você pode me filmar. Eu filmo, eu sei lá, é meu, a filmagem é minha.
angry_03-14	/datasets/violence/audio/angry_03-14.wav	Yes	Pega uma pedra no jogo, não, porra, louca! Caralho, louca!
angry_03-15	/datasets/violence/audio/angry_03-15.wav	Yes	Agora não hein Pega uma peste, eu vou ver essa porra logo Desgraça
angry_03-16	/datasets/violence/audio/angry_03-16.wav	Yes	I'm the truth and you're the one to try so come on get out of here. I wouldn't even stop.
angry_03-17	/datasets/violence/audio/angry_03-17.wav	Yes	What do you want, boy? What do you want, boy? Wait, he's the driver. He's the boy! He better be the driver! Why wouldn't you drive you around? Why wouldn't you drive him around?
angry_03-18	/datasets/violence/audio/angry_03-18.wav	Yes	I'm not going to drive you around! What's a hybrid drive you around? You know there's been two suicide bus drivers in this city already. Shut up!
angry_03-19	/datasets/violence/audio/angry_03-19.wav	Yes	Slam the box straight in the wall, man! Shut the fuck up! You retarded girl, you're so retarded, man! Your brain is gonna turn to black! I smell 770, may your queen turn to black!
angry_03-20	/datasets/violence/audio/angry_03-20.wav	Yes	May your grid turn to what?
angry_03-21	/datasets/violence/audio/angry_03-21.wav	Yes	May your grin turn to blood. May your grin turn to blood. You need to lay off that crack. I'm calling the machine, I'll kill you. Serve the Jews or...
angry_03-22	/datasets/violence/audio/angry_03-22.wav	Yes	die. You have no idea what your dog is doing. I'm part of the Reveals campaign and I don't ever walk in the side coming like that. I want you to be completely abandoned and I want you to turn to a slave.
angry_03-23	/datasets/violence/audio/angry_03-23.wav	Yes	There's no point in the reason. I'm a Jew, it's not for the good of our children who are retarded Nazis. Yafi'ah, the name we're bringing back, they do not have to be a she-off or an omen by...
angry_03-25	/datasets/violence/audio/angry_03-25.wav	Yes	Every mix what I do, kills you Nazis. Every Nazi I kill is off the Jewish people.
angry_03-26	/datasets/violence/audio/angry_03-26.wav	Yes	Now shut your nasty mouth up! Or suck a cock! How much cock have you sucked, you gnarly girl? You sucked that cock? Put it in your throat, girl! You gotta get that cock in there!
angry_03-27	/datasets/violence/audio/angry_03-27.wav	Yes	You little hoe! You little naughty girl! You're naughty! You're naughty! I will call around my house if I curse you in the shovel! Come around my house if I curse you in the shovel!
angry_03-28	/datasets/violence/audio/angry_03-28.wav	Yes	I'm going to the shop.
angry_03-29	/datasets/violence/audio/angry_03-29.wav	Yes	Oh no!
angry_03-3	/datasets/violence/audio/angry_03-3.wav	Yes	I don't give a fuck you ain't paid for your cap you son of a bitch. I don't give a goddamn this is my motherfucking job. I don't give a fuck that's your motherfucking baby too bitch. I don't give a damn. And you can't you rub that when I'm taking this.
angry_03-30	/datasets/violence/audio/angry_03-30.wav	Yes	What did you do?
angry_03-31	/datasets/violence/audio/angry_03-31.wav	Yes	What are you doing?
angry_03-33	/datasets/violence/audio/angry_03-33.wav	Yes	What the? What was that about? No way you're gonna do that again. That was bizarre! Black bitch! Watch out! Ugh!
angry_03-34	/datasets/violence/audio/angry_03-34.wav	Yes	What the hell is your black bitch, you nigger? That's what our nigger Obama is? President Obama is nothing but a fucking president, a pooping old...
angry_03-35	/datasets/violence/audio/angry_03-35.wav	Yes	Obama, his legacy was a fucking cell phone, bitch! Cause when the other niggas were back here loud talking, you're right, you're right!
angry_03-36	/datasets/violence/audio/angry_03-36.wav	Yes	That ass didn't say shit! I'm driving the fucking bus, nigger! It's nice, wait for the cops. Good, let's wait for the cops. Give me my fucking radio tape. Give me my fucking radio tape.
angry_03-37	/datasets/violence/audio/angry_03-37.wav	Yes	Get off the fucking bus, dude! Well yeah, plus one American. And world. Drive the bus, nigger! It's on the way!
angry_03-38	/datasets/violence/audio/angry_03-38.wav	Yes	I'm gonna take this all your camera right here bitch, you're gonna lose your job nigger. You're getting ready to lose your job nigger. You see these cameras nigger? Every fucking thing
angry_03-39	/datasets/violence/audio/angry_03-39.wav	Yes	The thing that happens on this bus is on camera. You know, could, do, be, piece of nigger shit. I'm gonna go out to Booty. That's when the other nigger was.
angry_03-40	/datasets/violence/audio/angry_03-40.wav	Yes	Right there! Loud talking your black ass didn't say shit! Now you drop this fucking bus, nigger! He's wet! You're fucking... He's up!
angry_03-41	/datasets/violence/audio/angry_03-41.wav	Yes	I always talk about the white man didn't let me get a job. The white man didn't let me do it niggas. Now you're fucking burning him.
angry_03-42	/datasets/violence/audio/angry_03-42.wav	Yes	What's your ass? This isn't a scary movie, you need to calm your dramatic-
angry_03-43	/datasets/violence/audio/angry_03-43.wav	Yes	Here she comes.
angry_03-44	/datasets/violence/audio/angry_03-44.wav	Yes	Please save her though, she gonna pass.
angry_03-45	/datasets/violence/audio/angry_03-45.wav	Yes	What is wrong with all of you?
angry_03-46	/datasets/violence/audio/angry_03-46.wav	Yes	What is wrong with that?
angry_03-47	/datasets/violence/audio/angry_03-47.wav	Yes	You're being louder than all of us!
angry_03-48	/datasets/violence/audio/angry_03-48.wav	Yes	louder than you and I'm on
angry_03-49	/datasets/violence/audio/angry_03-49.wav	Yes	There's like 50 of us and one of you.
angry_03-5	/datasets/violence/audio/angry_03-5.wav	Yes	Get your motherfucking ass back! Get back! Get your ass out here! I ain't gonna do nothing! You better get your ass back! Get your ass back!
angry_03-50	/datasets/violence/audio/angry_03-50.wav	Yes	Watch out for the pup.
angry_03-51	/datasets/violence/audio/angry_03-51.wav	Yes	That's my girl's dog. What's up with you letting people in my house? Not letting me know that somebody's entering my house including you I pay rent to live here like that
angry_03-52	/datasets/violence/audio/angry_03-52.wav	Yes	that is illegal for you to just listen to how- you really wanna start this fucking shit with me? do you really wanna start it? get the fuck out! and you're on the fucking camera! get the fuck out, you don't like it! and you're on the camera! i don't really give a fuck! you're not allowed to just walk in my- here, take the-
angry_03-53	/datasets/violence/audio/angry_03-53.wav	Yes	You're my fucking dick so I can stick it in you! I'm fucking suing the shit out of you! I want you to sue me. Because you know what? You better quit fucking with me or get out of my life!
angry_03-54	/datasets/violence/audio/angry_03-54.wav	Yes	You're on camera and if I beat your fucking ass if I beat I'm about to beat your fucking ass and I'm going straight to the police with this shit. You're fucking doing illegal shit
angry_03-55	/datasets/violence/audio/angry_03-55.wav	Yes	You got people in my fucking house. You're spitting on me. You're putting your fucking hands on me You're going to fucking you're going to fucking nigger. You're calling me a fucking nigger
angry_03-56	/datasets/violence/audio/angry_03-56.wav	Yes	You're ruining all your shit! I'm about to own all your shit, you fucking asshole! Start with my ass. Yeah, that's great! You and your mama! Yeah, I know. Thank you!
angry_03-57	/datasets/violence/audio/angry_03-57.wav	Yes	Great lawsuit dumbass great loss of you dumbass. You just fucked up calling the police
angry_03-58	/datasets/violence/audio/angry_03-58.wav	Yes	You want me to tell them to let you out? Now, fuck this bitch now! Put your hands on me now! Put your motherfucking hands on me now!
angry_03-59	/datasets/violence/audio/angry_03-59.wav	Yes	You tell me what to do. Put your motherfucking ass on me now!
angry_03-6	/datasets/violence/audio/angry_03-6.wav	Yes	You ain't nobody come back up to
angry_03-61	/datasets/violence/audio/angry_03-61.wav	Yes	The fuck y'all think this is?
angry_03-62	/datasets/violence/audio/angry_03-62.wav	Yes	I'm ready for it!
angry_03-65	/datasets/violence/audio/angry_03-65.wav	Yes	He's a knock-deaf. What else you gonna do for him? This is our state at war! What else you gonna do?
angry_03-66	/datasets/violence/audio/angry_03-66.wav	Yes	Thank you for watching!
angry_03-67	/datasets/violence/audio/angry_03-67.wav	Yes	Show you see how it ends. You're the fuck out of this goddamn shit. They think they can fuck all of us. That's what this fuck got to mean. What else y'all gonna do?
angry_03-68	/datasets/violence/audio/angry_03-68.wav	Yes	I'm gonna come my way. What the hell do I do in front of the devil? Leave me the fuck alone! Leave me the fuck alone! Leave me the fuck alone!
angry_03-69	/datasets/violence/audio/angry_03-69.wav	Yes	Oh my gosh. True, baby.
angry_03-7	/datasets/violence/audio/angry_03-7.wav	Yes	You bitch! You better get your motherfucking ass back! Hit me with that brush you come up to! You better get your ass back! You better get your ass back!
angry_03-72	/datasets/violence/audio/angry_03-72.wav	Yes	I'm gonna call them loud on that.
angry_03-73	/datasets/violence/audio/angry_03-73.wav	Yes	See you soon.
angry_03-74	/datasets/violence/audio/angry_03-74.wav	Yes	Get your goddamn soul out of me! Get your damn soul out of me!
angry_03-75	/datasets/violence/audio/angry_03-75.wav	Yes	Get your motherfucking soul out of me! Get your motherfucking soul out of me, bitch!
angry_03-77	/datasets/violence/audio/angry_03-77.wav	Yes	It'd be a tear up the stove, eh? I can play with you, and that's the end of it!
angry_03-78	/datasets/violence/audio/angry_03-78.wav	Yes	Where's that guy lost his goddamn soul?
angry_03-79	/datasets/violence/audio/angry_03-79.wav	Yes	and check in with you. Bye. Go! Go! It's going down in that ride. Let's go, let's go, let's go, let's go.
angry_03-8	/datasets/violence/audio/angry_03-8.wav	Yes	Então, então, então vem sofrando. Então, então vem sofrando. Só, rocha aí, dono, menino. Manda um sal, facosinho.
angry_03-80	/datasets/violence/audio/angry_03-80.wav	Yes	Going down in that rhyme. Shit getting real in that rhyme boy. Shit getting real in that rhyme.
angry_03-81	/datasets/violence/audio/angry_03-81.wav	Yes	Shit getting real! Oh!
angry_03-82	/datasets/violence/audio/angry_03-82.wav	Yes	Why you keep coming in the stove? Why you keep coming in the stove?
angry_03-83	/datasets/violence/audio/angry_03-83.wav	Yes	Oh
angry_03-84	/datasets/violence/audio/angry_03-84.wav	Yes	But you ain't gonna play with me. You got the right fish to play with.
angry_03-85	/datasets/violence/audio/angry_03-85.wav	Yes	Better tag on him, better tag on him Ma'am! Let it out, let it out Fuck with y'all no winner Fuck y'all, I told y'all that shit last time Go ahead Bitch
angry_03-86	/datasets/violence/audio/angry_03-86.wav	Yes	Bitch! Bitch! Bitch! Bitch! Bitch! Go bitch!
angry_03-87	/datasets/violence/audio/angry_03-87.wav	Yes	Hey, there! Oh shit! Back away, back away, back away! Bitch! Back up, back up!
angry_03-88	/datasets/violence/audio/angry_03-88.wav	Yes	I'm so sorry. I don't give a fuck if I get hit as long as this going world star
angry_03-9	/datasets/violence/audio/angry_03-9.wav	Yes	Tá ficando bonito, se liga! O que é isso?
angry_04-1	/datasets/violence/audio/angry_04-1.wav	Yes	You're a batterer! You're a liar! You're a batterer! You're a piece of shit and a batterer! Ah! Ah! SHUT IT UP YOUR ASS!
angry_04-11	/datasets/violence/audio/angry_04-11.wav	Yes	you
angry_04-12	/datasets/violence/audio/angry_04-12.wav	Yes	I buried your mother, Sam! What the fuck is you saying, y'all?
angry_04-13	/datasets/violence/audio/angry_04-13.wav	Yes	Go sit down, Suzy! Yeah, if I sit down.
angry_04-14	/datasets/violence/audio/angry_04-14.wav	Yes	Well don't sit down, just don't come back over there. Fuck you bitch. Okay, you right. Can you do that for me? I ain't had one in a long time. You right.
angry_04-15	/datasets/violence/audio/angry_04-15.wav	Yes	I ain't have been ever been gone. Hey, come on, sweetie. Leave me alone, would you?
angry_04-16	/datasets/violence/audio/angry_04-16.wav	Yes	Stop acting simple! No, I said I'm ready to go! Stop acting simple! I'm ready to fucking go! Oh, no! Give me my shit! No, give you what? Two sugar...
angry_04-17	/datasets/violence/audio/angry_04-17.wav	Yes	These are my cigarettes. And they mine too. You want my cigarettes. And then you'll go. When you'll be here for a long time then.
angry_04-18	/datasets/violence/audio/angry_04-18.wav	Yes	You want that can? Stop it! Stop it! You want that can? You need it? Stop it! Stop it! Read it up! Read it up! Come on man! Read it up! Read it! Read it!
angry_04-19	/datasets/violence/audio/angry_04-19.wav	Yes	I'm not gonna do this. I mean stop fucking with me. I ain't messing with you now. I'm not messing with you, see. I won't fuck you up. Rita, Rita, Rita. I won't fuck you up.
angry_04-2	/datasets/violence/audio/angry_04-2.wav	Yes	Thanks for watching!
angry_04-20	/datasets/violence/audio/angry_04-20.wav	Yes	You have a happy day?
angry_04-21	/datasets/violence/audio/angry_04-21.wav	Yes	Come on. Hey! Fuck, we're done. Don't you understand we're done as a nation? This guy, he's gonna get fucking a movie now, he's gonna get a book deal. How I-
angry_04-22	/datasets/violence/audio/angry_04-22.wav	Yes	Chris, my Lamborghini, we're fucking done. Give me that money, that little fucking prick. Give me that, you know what I'd do with that money? I'd hire somebody to wipe my mother's ass. That's what I would do with that money.
angry_04-23	/datasets/violence/audio/angry_04-23.wav	Yes	because they got too much too fast don't you understand these are the role models we have for all these little fucking shitheads it's over
angry_04-24	/datasets/violence/audio/angry_04-24.wav	Yes	It's over! And I'm the fucking band! We're the Titanic! We are sinking! And I'm the band entertaining you people while we are sun- I'm 53-
angry_04-25	/datasets/violence/audio/angry_04-25.wav	Yes	I'm breaking my fucking ass to jump I'm wearing a fucking clip-on tie and this little prick has the world by the balls and his trouser. What's his what's he got problems?
angry_04-26	/datasets/violence/audio/angry_04-26.wav	Yes	Is it a disease? Was he abused when he was a- FUCK HIM! LET HIM CRASH! LET HIM FUCKING DIE! AND IF I SAW HIM CRASH AND DIE, I WOULD PUL-
angry_04-27	/datasets/violence/audio/angry_04-27.wav	Yes	over and eat popcorn while I see his fucking brains hanging from the fucking radiator. Fuck Justin Bieber! My mother wasn't, you piece of shit!
