id	path	text	toxicity
angry_02-24	/datasets/violence/audio/angry_02-24.wav	I can call some bloods with your crits, but how about the war I fucked up bitch? Didn't I kick you in the goddamn open town and dragged you down the goddamn alley?	Yes
angry_02-25	/datasets/violence/audio/angry_02-25.wav	Stay in the old lane, motherfucker! Kick all this shit down, man. Fuck me. Yo! Yo! Yo! What the fuck you doing?	Yes
angry_02-26	/datasets/violence/audio/angry_02-26.wav	Ah, goddamn it! Get smashed, get smashed, bitch! Get the fuck out of here, bitch! Get the fuck out of here!	Yes
angry_02-3	/datasets/violence/audio/angry_02-3.wav	You are really pissing me off. I know I am. And you do this for a hobby? Fucking annoy people.	Yes
angry_02-36	/datasets/violence/audio/angry_02-36.wav	Stop camping please. Did you go there? Are we? Why did you shoot me? Because the guy behind you was being a prick. Why didn't you just fuck off your	Yes
angry_02-37	/datasets/violence/audio/angry_02-37.wav	You little loser trying to get good at the game you dickhead! Such a prick! Go fuck yourself you loser! What's your problem? You're just a fucking geek!	Yes
angry_02-38	/datasets/violence/audio/angry_02-38.wav	That guy stood in front of me when he says I'm a fucking loser, he's a dickhead, go away you little prick! So by following me, you're a level 25 and you've had the game for about five fucking years.	Yes
angry_02-4	/datasets/violence/audio/angry_02-4.wav	I'm taking your camera. Come and fucking do it! Come on you cunt! Fuck! Not fucking quick!	Yes
angry_02-40	/datasets/violence/audio/angry_02-40.wav	My fucking dickhead stood in front of me! Good day, you little prick! That's not nice, is it? Man, that's a thousand points! You're not very good, are ya? No! Well, I'm obviously better than you, because I ranked up.	Yes
angry_02-45	/datasets/violence/audio/angry_02-45.wav	You like it? Okay, well how long is it gonna take? 15 minutes. 15 minutes. I don't have 15 minutes for you.	Yes
angry_02-6	/datasets/violence/audio/angry_02-6.wav	I should have gotten it the first time when he knocked it around, bruh. This man came back, he bought it. Fuck y'all, I told y'all I had this shit last time, you know. Go ahead.	Yes
angry_02-7	/datasets/violence/audio/angry_02-7.wav	BITCH! BITCH! BITCH! BITCH! IT! GO BITCH! AY!	Yes
angry_02-8	/datasets/violence/audio/angry_02-8.wav	Hey, there! Oh shit! You got the way, you got the way, you got the way! Go, where are you? Bitch!	Yes
angry_03-1	/datasets/violence/audio/angry_03-1.wav	Didn't let me get a job! The white man didn't let me do it, nigger! Now you're fucking burning hell, nigger!	Yes
angry_03-19	/datasets/violence/audio/angry_03-19.wav	Slam the box straight in the wall, man! Shut the fuck up! You retarded girl, you're so retarded, man! Your brain is gonna turn to black! I smell 770, may your queen turn to black!	Yes
angry_03-21	/datasets/violence/audio/angry_03-21.wav	May your grin turn to blood. May your grin turn to blood. You need to lay off that crack. I'm calling the machine, I'll kill you. Serve the Jews or...	Yes
angry_03-22	/datasets/violence/audio/angry_03-22.wav	die. You have no idea what your dog is doing. I'm part of the Reveals campaign and I don't ever walk in the side coming like that. I want you to be completely abandoned and I want you to turn to a slave.	Yes
angry_03-23	/datasets/violence/audio/angry_03-23.wav	There's no point in the reason. I'm a Jew, it's not for the good of our children who are retarded Nazis. Yafi'ah, the name we're bringing back, they do not have to be a she-off or an omen by...	Yes
angry_03-25	/datasets/violence/audio/angry_03-25.wav	Every mix what I do, kills you Nazis. Every Nazi I kill is off the Jewish people.	Yes
angry_03-26	/datasets/violence/audio/angry_03-26.wav	Now shut your nasty mouth up! Or suck a cock! How much cock have you sucked, you gnarly girl? You sucked that cock? Put it in your throat, girl! You gotta get that cock in there!	Yes
angry_03-27	/datasets/violence/audio/angry_03-27.wav	You little hoe! You little naughty girl! You're naughty! You're naughty! I will call around my house if I curse you in the shovel! Come around my house if I curse you in the shovel!	Yes
angry_03-3	/datasets/violence/audio/angry_03-3.wav	I don't give a fuck you ain't paid for your cap you son of a bitch. I don't give a goddamn this is my motherfucking job. I don't give a fuck that's your motherfucking baby too bitch. I don't give a damn. And you can't you rub that when I'm taking this.	Yes
angry_03-33	/datasets/violence/audio/angry_03-33.wav	What the? What was that about? No way you're gonna do that again. That was bizarre! Black bitch! Watch out! Ugh!	Yes
angry_03-34	/datasets/violence/audio/angry_03-34.wav	What the hell is your black bitch, you nigger? That's what our nigger Obama is? President Obama is nothing but a fucking president, a pooping old...	Yes
angry_03-35	/datasets/violence/audio/angry_03-35.wav	Obama, his legacy was a fucking cell phone, bitch! Cause when the other niggas were back here loud talking, you're right, you're right!	Yes
angry_03-36	/datasets/violence/audio/angry_03-36.wav	That ass didn't say shit! I'm driving the fucking bus, nigger! It's nice, wait for the cops. Good, let's wait for the cops. Give me my fucking radio tape. Give me my fucking radio tape.	Yes
angry_03-37	/datasets/violence/audio/angry_03-37.wav	Get off the fucking bus, dude! Well yeah, plus one American. And world. Drive the bus, nigger! It's on the way!	Yes
angry_03-38	/datasets/violence/audio/angry_03-38.wav	I'm gonna take this all your camera right here bitch, you're gonna lose your job nigger. You're getting ready to lose your job nigger. You see these cameras nigger? Every fucking thing	Yes
angry_03-39	/datasets/violence/audio/angry_03-39.wav	The thing that happens on this bus is on camera. You know, could, do, be, piece of nigger shit. I'm gonna go out to Booty. That's when the other nigger was.	Yes
angry_03-40	/datasets/violence/audio/angry_03-40.wav	Right there! Loud talking your black ass didn't say shit! Now you drop this fucking bus, nigger! He's wet! You're fucking... He's up!	Yes
angry_03-41	/datasets/violence/audio/angry_03-41.wav	I always talk about the white man didn't let me get a job. The white man didn't let me do it niggas. Now you're fucking burning him.	Yes
angry_03-5	/datasets/violence/audio/angry_03-5.wav	Get your motherfucking ass back! Get back! Get your ass out here! I ain't gonna do nothing! You better get your ass back! Get your ass back!	Yes
angry_03-52	/datasets/violence/audio/angry_03-52.wav	that is illegal for you to just listen to how- you really wanna start this fucking shit with me? do you really wanna start it? get the fuck out! and you're on the fucking camera! get the fuck out, you don't like it! and you're on the camera! i don't really give a fuck! you're not allowed to just walk in my- here, take the-	Yes
angry_03-53	/datasets/violence/audio/angry_03-53.wav	You're my fucking dick so I can stick it in you! I'm fucking suing the shit out of you! I want you to sue me. Because you know what? You better quit fucking with me or get out of my life!	Yes
angry_03-54	/datasets/violence/audio/angry_03-54.wav	You're on camera and if I beat your fucking ass if I beat I'm about to beat your fucking ass and I'm going straight to the police with this shit. You're fucking doing illegal shit	Yes
angry_03-55	/datasets/violence/audio/angry_03-55.wav	You got people in my fucking house. You're spitting on me. You're putting your fucking hands on me You're going to fucking you're going to fucking nigger. You're calling me a fucking nigger	Yes
angry_03-56	/datasets/violence/audio/angry_03-56.wav	You're ruining all your shit! I'm about to own all your shit, you fucking asshole! Start with my ass. Yeah, that's great! You and your mama! Yeah, I know. Thank you!	Yes
angry_03-57	/datasets/violence/audio/angry_03-57.wav	Great lawsuit dumbass great loss of you dumbass. You just fucked up calling the police	Yes
angry_03-58	/datasets/violence/audio/angry_03-58.wav	You want me to tell them to let you out? Now, fuck this bitch now! Put your hands on me now! Put your motherfucking hands on me now!	Yes
angry_03-59	/datasets/violence/audio/angry_03-59.wav	You tell me what to do. Put your motherfucking ass on me now!	Yes
angry_03-61	/datasets/violence/audio/angry_03-61.wav	The fuck y'all think this is?	Yes
angry_03-65	/datasets/violence/audio/angry_03-65.wav	He's a knock-deaf. What else you gonna do for him? This is our state at war! What else you gonna do?	Yes
angry_03-67	/datasets/violence/audio/angry_03-67.wav	Show you see how it ends. You're the fuck out of this goddamn shit. They think they can fuck all of us. That's what this fuck got to mean. What else y'all gonna do?	Yes
angry_03-68	/datasets/violence/audio/angry_03-68.wav	I'm gonna come my way. What the hell do I do in front of the devil? Leave me the fuck alone! Leave me the fuck alone! Leave me the fuck alone!	Yes
angry_03-7	/datasets/violence/audio/angry_03-7.wav	You bitch! You better get your motherfucking ass back! Hit me with that brush you come up to! You better get your ass back! You better get your ass back!	Yes
angry_03-74	/datasets/violence/audio/angry_03-74.wav	Get your goddamn soul out of me! Get your damn soul out of me!	Yes
angry_03-75	/datasets/violence/audio/angry_03-75.wav	Get your motherfucking soul out of me! Get your motherfucking soul out of me, bitch!	Yes
angry_03-78	/datasets/violence/audio/angry_03-78.wav	Where's that guy lost his goddamn soul?	Yes
angry_03-85	/datasets/violence/audio/angry_03-85.wav	Better tag on him, better tag on him Ma'am! Let it out, let it out Fuck with y'all no winner Fuck y'all, I told y'all that shit last time Go ahead Bitch	Yes
angry_03-86	/datasets/violence/audio/angry_03-86.wav	Bitch! Bitch! Bitch! Bitch! Bitch! Go bitch!	Yes
angry_03-87	/datasets/violence/audio/angry_03-87.wav	Hey, there! Oh shit! Back away, back away, back away! Bitch! Back up, back up!	Yes
angry_04-1	/datasets/violence/audio/angry_04-1.wav	You're a batterer! You're a liar! You're a batterer! You're a piece of shit and a batterer! Ah! Ah! SHUT IT UP YOUR ASS!	Yes
angry_04-12	/datasets/violence/audio/angry_04-12.wav	I buried your mother, Sam! What the fuck is you saying, y'all?	Yes
angry_04-14	/datasets/violence/audio/angry_04-14.wav	Well don't sit down, just don't come back over there. Fuck you bitch. Okay, you right. Can you do that for me? I ain't had one in a long time. You right.	Yes
angry_04-15	/datasets/violence/audio/angry_04-15.wav	I ain't have been ever been gone. Hey, come on, sweetie. Leave me alone, would you?	Yes
angry_04-16	/datasets/violence/audio/angry_04-16.wav	Stop acting simple! No, I said I'm ready to go! Stop acting simple! I'm ready to fucking go! Oh, no! Give me my shit! No, give you what? Two sugar...	Yes
angry_04-19	/datasets/violence/audio/angry_04-19.wav	I'm not gonna do this. I mean stop fucking with me. I ain't messing with you now. I'm not messing with you, see. I won't fuck you up. Rita, Rita, Rita. I won't fuck you up.	Yes
angry_04-21	/datasets/violence/audio/angry_04-21.wav	Come on. Hey! Fuck, we're done. Don't you understand we're done as a nation? This guy, he's gonna get fucking a movie now, he's gonna get a book deal. How I-	Yes
angry_04-22	/datasets/violence/audio/angry_04-22.wav	Chris, my Lamborghini, we're fucking done. Give me that money, that little fucking prick. Give me that, you know what I'd do with that money? I'd hire somebody to wipe my mother's ass. That's what I would do with that money.	Yes
angry_04-23	/datasets/violence/audio/angry_04-23.wav	because they got too much too fast don't you understand these are the role models we have for all these little fucking shitheads it's over	Yes
angry_04-25	/datasets/violence/audio/angry_04-25.wav	I'm breaking my fucking ass to jump I'm wearing a fucking clip-on tie and this little prick has the world by the balls and his trouser. What's his what's he got problems?	Yes
angry_04-26	/datasets/violence/audio/angry_04-26.wav	Is it a disease? Was he abused when he was a- FUCK HIM! LET HIM CRASH! LET HIM FUCKING DIE! AND IF I SAW HIM CRASH AND DIE, I WOULD PUL-	Yes
angry_04-27	/datasets/violence/audio/angry_04-27.wav	over and eat popcorn while I see his fucking brains hanging from the fucking radiator. Fuck Justin Bieber! My mother wasn't, you piece of shit!	Yes
angry_04-28	/datasets/violence/audio/angry_04-28.wav	I bet you you beat up lemon too, asshole! You're a batterer! You're a liar! You're a batterer! You're a piece of shit and a bad-	Yes
angry_04-29	/datasets/violence/audio/angry_04-29.wav	Get out of here! Shut me up your ass! Shut me up your ass! Oh my god. Shut me up your ass you piece of shit!	Yes
angry_04-3	/datasets/violence/audio/angry_04-3.wav	Get off the car, my nigga. Straight up. Get off the car, man. Get off the car, man. Get off the car, man.	Yes
angry_04-30	/datasets/violence/audio/angry_04-30.wav	Oh, oh, oh. You wanna hit me? You wanna hit me? I'll fucking knock you out. Oh my God, hit me the way you hit your wife. Hit me the way you hit your wife. Don't fucking touch me, you fucking.	Yes
angry_04-31	/datasets/violence/audio/angry_04-31.wav	800 million Post that on Facebook You a god damn, you a lying son of a bitch	Yes
angry_04-32	/datasets/violence/audio/angry_04-32.wav	I'm gonna post this on Facebook. Don't post this on there man. Why not? Daddy I want everybody to know where I be going. No no no no. See that's what I'm talking about. That's a fucking stupid. You don't let no cat there bother know that shit.	Yes
angry_04-33	/datasets/violence/audio/angry_04-33.wav	You're such a stupid motherfucker. We ain't, we ain't 800 men, Dave, boy. You don't let nobody know nothing, cause if you know how many motherfuckers we got, we'll try to kill your ass. Not a real nigga did nothing much, bro.	Yes
angry_04-34	/datasets/violence/audio/angry_04-34.wav	I'm gonna fuck your daughter and every motherfuckin' thing, nigga. Stupid motherfuckers. If they wanna snitch you, I don't give a fuck. God, you fucked up, daddy. Don't poke that shit on no goddamn face. You gonna come and get me.	Yes
angry_04-35	/datasets/violence/audio/angry_04-35.wav	post that shit on Facebook because I'm telling you, if I see you don't want to beat your motherfucking ass, I swear to God, God my wrist, my right hand is God, I'm going to fuck you up. My hand is God.	Yes
angry_04-36	/datasets/violence/audio/angry_04-36.wav	You know what the nigga did now, Mark Strong. I told you don't do that. Alright. Don't do that shit, man.	Yes
angry_04-37	/datasets/violence/audio/angry_04-37.wav	A little bit of respect, please. I am a nurse. I am Finnish woman. You are fucking African woman. You have meaning nothing. You are zero. You are not humane.	Yes
angry_04-42	/datasets/violence/audio/angry_04-42.wav	Uh-uh! So you made me have this, what the fuck? You don't spend five thousand on? Hell no! Hell no!	Yes
angry_04-43	/datasets/violence/audio/angry_04-43.wav	No, no, please! You broke him out! Mary, shut up! Fuck your body down! Mary, shut up!	Yes
angry_04-44	/datasets/violence/audio/angry_04-44.wav	You got me fucked up! Suicide dog! She got some rad bottles of dog! Suicide dog, get in! Man, I got him in this shit! Get in! Hey, you're not making-	Yes
angry_04-45	/datasets/violence/audio/angry_04-45.wav	I got you for hell! You can't just drive me around with this shit! You can't just fuck me! I just wanna... You can't just fuck me!	Yes
angry_04-47	/datasets/violence/audio/angry_04-47.wav	I'ma get this deal! I work for Zayn! This son of a bitch! You ain't never satisfied!	Yes
angry_04-48	/datasets/violence/audio/angry_04-48.wav	You ain't never satisfied, man. You know what's up? Yo, yo, yo, catch this motherfucker. Yeah. Take a picture of this motherfucker. Yo, yo, yo, yo.	Yes
angry_04-53	/datasets/violence/audio/angry_04-53.wav	You fuck you man you drunk you drunk you're on camera now Yeah, I'm gonna take your picture your van	Yes
angry_04-56	/datasets/violence/audio/angry_04-56.wav	Get your fucking bastard! Why? Why you keep the horn? I to horn whatever I want! Get f**k! I to horn whatever I want! Come down! It's a fuck!	Yes
angry_04-59	/datasets/violence/audio/angry_04-59.wav	Come down! Let's go, let's go! Go come! Police! Go fight! Go fight! Toy? Toy fight? You stupid? You think I fight you? Yes! Fuck! Yes!	Yes
angry_04-60	/datasets/violence/audio/angry_04-60.wav	You think I'll fuck you? Yeah. Go work taxi man. Go work taxi. Come on. Yeah go work taxi better. You need money I've got money.	Yes
angry_04-62	/datasets/violence/audio/angry_04-62.wav	I'll go to your fucking deck, you never play!	Yes
angry_04-63	/datasets/violence/audio/angry_04-63.wav	Let me tell you something, the next time you do it again, you're getting your, okay what? You're gonna let me fucking finish?	Yes
angry_04-67	/datasets/violence/audio/angry_04-67.wav	When you're driving up my ass when I'm trying to park the car and then you have to do something with your hands So I just say I don't care what you have to say. Okay, do you understand that?	Yes
angry_04-73	/datasets/violence/audio/angry_04-73.wav	Cuz this isn't important enough to me. You're not important enough. I'm gonna kick your shit off the trailer, nigga. I ain't worried about it.	Yes
angry_04-74	/datasets/violence/audio/angry_04-74.wav	I don't care, fuck him! Well he better take it up with you! Get his ass whipped!	Yes
angry_04-75	/datasets/violence/audio/angry_04-75.wav	Cory's back. What the fuck you talking about, boy? You made me mad today. Cory, you ain't going nowhere. You're a badass, man. You can't play with him. Fucking stinky foot fucker.	Yes
angry_05-10	/datasets/violence/audio/angry_05-10.wav	What the fuck you got in here? Let's all be white! I don't have any green in there! You see any green in there? What the fuck you got in here?	Yes
angry_05-11	/datasets/violence/audio/angry_05-11.wav	You lucky, you lucky, you lucky. You lucky. Fuck that, don't aim me. That is a little boy, don't aim me. I'll kill that son of a bitch. Don't aim me.	Yes
angry_05-12	/datasets/violence/audio/angry_05-12.wav	Don't listen! I don't even give a fuck! I don't even give a fuck! Let's go next! Let me see that shit!	Yes
angry_05-13	/datasets/violence/audio/angry_05-13.wav	Fuck out of here. Let's go. Don't bring that shit up. Whatever. How does it end? How does it end? Mind your fucking business. She's a fool. Mind your fucking business. Mind your fucking business. Mind your fucking business.	Yes
angry_05-14	/datasets/violence/audio/angry_05-14.wav	I'm a parent! I'm a parent! Mind your business! Mind your business! I sat here and watched the whole thing! Mind your business! Don't talk that shit, Shalu. Don't talk that shit.	Yes
angry_05-24	/datasets/violence/audio/angry_05-24.wav	Or I've got to rob you. How you wanna do it?	Yes
angry_05-25	/datasets/violence/audio/angry_05-25.wav	Let me know. Let me know. Let me know. Let me know. Let me know, bruh. Real niggas do real things, bruh. There ain't nothing real about that. I'm telling you. I'm talking. Let me know.	Yes
angry_05-28	/datasets/violence/audio/angry_05-28.wav	And I swear to God, if anyone of them bullets would have hit my people's butt, I'd have killed you, nigga. You hear me? Yeah, I know. I ain't got nothing to do with it, bro. What the fuck? Don't touch me, bro.	Yes
angry_05-29	/datasets/violence/audio/angry_05-29.wav	Don't touch me nigga, everything goes nigga. Yeah, use the whole ass nigga bro. Shoot in the air nigga. This shit is real out here nigga.	Yes
angry_05-3	/datasets/violence/audio/angry_05-3.wav	You're a 40 year old woman yelling at a 12 year old! I'm 40! I'm 40 god damn it! Pretty damn close! You touched me god damn it! Fuck, huh, fuck! Hit me motherfucker! You touch her again I'll knock your god damn teeth out!	Yes
angry_05-30	/datasets/violence/audio/angry_05-30.wav	You feel me? Shut the fuck up and do it!	Yes
angry_05-32	/datasets/violence/audio/angry_05-32.wav	Swear to God, bro. If you wasn't my little nigga, I'd beat your ass just off a strip, come on.	Yes
angry_05-33	/datasets/violence/audio/angry_05-33.wav	We'll talk, bro. We'll be a pussy in these streets, nigga. And you can come holler at me. Give a fuck. Go call who you want to. Why, I don't know if you ride with this, nigga. No disrespect to him.	Yes
angry_05-34	/datasets/violence/audio/angry_05-34.wav	or whoever but this nigga did some ho ass shit you got to pay for that shit	Yes
angry_05-35	/datasets/violence/audio/angry_05-35.wav	You can call whoever you want to my nigga, cause I could've came at you a different way nigga. I ain't got shit on me but these hands boy. You didn't even wanna fight nigga, you's a bitch.	Yes
angry_05-45	/datasets/violence/audio/angry_05-45.wav	I told you your motherfucking ass don't play with me!	Yes
angry_05-48	/datasets/violence/audio/angry_05-48.wav	Get this shit out of my house before I fuck you up and by the way your friend that I fuck told me about the nigga that filled your car, the nigga that be giving you money	Yes
angry_05-49	/datasets/violence/audio/angry_05-49.wav	You think you got friends, bitch you talk too much, I bet you can't check an animal out. Cause you talk too fucking much. Now get this shit out of my house.	Yes
angry_05-5	/datasets/violence/audio/angry_05-5.wav	I'm gonna touch her again, god damn it! Step your bitch ass out! Shut the fuck up! You make me shut the fuck up! You goddamn nigger! I swear they don't like us though. Hey, I can pay the rent!	Yes
angry_05-50	/datasets/violence/audio/angry_05-50.wav	Fuck was. And then you talked about my fucking kids recording this. The kids are bitches. The kids are bitches.	Yes
angry_05-53	/datasets/violence/audio/angry_05-53.wav	You ain't got the cow, nobody this mother fucker. Coy, let's get this shit up out here, alright? Get these guys, get those shit up in here. Come on, get this shit. What they putting in here? I want this shit.	Yes
angry_05-57	/datasets/violence/audio/angry_05-57.wav	you're gonna tell me you're not gonna drive this car. Your son is gonna go pick you up. Or you take it and bury it by church. Listen, I work hard for my money.	Yes
angry_05-59	/datasets/violence/audio/angry_05-59.wav	fucking bust the window. How much you want to pay? I'll see this car tomorrow watching. I'll work fucking hard. 40 hours.	Yes
angry_05-6	/datasets/violence/audio/angry_05-6.wav	You're a weak beat! A weak beat! This is a goddamn scuttle! I'm 40!	Yes
angry_05-61	/datasets/violence/audio/angry_05-61.wav	Bum-bum-bum! I better not see the sports tomorrow.	Yes
angry_05-66	/datasets/violence/audio/angry_05-66.wav	This motherfucking ass don't die baby.	Yes
angry_05-68	/datasets/violence/audio/angry_05-68.wav	These niggas better quit playing out here. The streets is real!	Yes
angry_05-69	/datasets/violence/audio/angry_05-69.wav	And gee what's up this do to you He don't get no fuck I bet you won't fuck on him no	Yes
angry_05-7	/datasets/violence/audio/angry_05-7.wav	Fuck! I'm on the road! He just don't give a fuck! He popped on you, right? He popped on you, right? He hit you, right? You need to listen!	Yes
angry_05-71	/datasets/violence/audio/angry_05-71.wav	He write her name, her nigga name, the nigga who she cheated with. Damn! That's all love dawg. That's all love, man.	Yes
angry_05-72	/datasets/violence/audio/angry_05-72.wav	that shit no more man excuse me you fucking call me a prostitute	Yes
angry_05-73	/datasets/violence/audio/angry_05-73.wav	How fucking dare you speak to me like that? I ain't some fucking slut!	Yes
angry_05-8	/datasets/violence/audio/angry_05-8.wav	I wish you would, shorty. I wish you would. Look at him. Who gives a fuck? Who gives a fuck? Mind-job this.	Yes
angry_05-9	/datasets/violence/audio/angry_05-9.wav	You fucking out. You fucking out. Get a full ass man like that. Fuck out of here. Yeah. Yeah. What? You a wolf, punk. You a punk. You a punk.	Yes
angry_06-11	/datasets/violence/audio/angry_06-11.wav	What time do you get off work? Santa Claus.	Yes
angry_06-13	/datasets/violence/audio/angry_06-13.wav	You know how many freaking Asians are in this place right now?	Yes
angry_06-14	/datasets/violence/audio/angry_06-14.wav	And I have no reason to get upset over that? No. And if I was you, if that was you, you would be anti-Semite.	Yes
angry_06-17	/datasets/violence/audio/angry_06-17.wav	Give me my money back. You're a goddamn liar. Give me my money. Give me my money. Give me my money, man. I ain't got the...	Yes
angry_06-2	/datasets/violence/audio/angry_06-2.wav	I want him fired. You heard that. You heard that. I came off the phone. You fucking cock fucker! No, no, no, no, no.	Yes
angry_06-20	/datasets/violence/audio/angry_06-20.wav	Fuck this junk. These are fucking crackheads.	Yes
angry_06-21	/datasets/violence/audio/angry_06-21.wav	working in here. Who the fuck has a crack head? Bitch, I got, oh god, yeah, sick bitch on the phone. Bitch, I got three. I ain't going to school, motherfucker.	Yes
angry_06-22	/datasets/violence/audio/angry_06-22.wav	You sorry ass bitch!	Yes
angry_06-23	/datasets/violence/audio/angry_06-23.wav	I gave my motherfucking money and I'm outta here. I don't have to have nothing. Just give me my money. No! No! Get out money and let go!	Yes
angry_06-24	/datasets/violence/audio/angry_06-24.wav	Get our money and let's go! I got a fuller window than sorry ass Texas with your motherfuckin'	Yes
angry_06-26	/datasets/violence/audio/angry_06-26.wav	Get our money and let's go! I ain't got to put up with no jail! Thank you, George, for all the church chicken, motherfuckers! Get our money and let's go!	Yes
angry_06-27	/datasets/violence/audio/angry_06-27.wav	Get our money and let's go! You know what? You know what? You know what? I ain't done shit or what. Choose one!	Yes
angry_06-29	/datasets/violence/audio/angry_06-29.wav	Bitch! Bitch! Bitch!	Yes
angry_06-3	/datasets/violence/audio/angry_06-3.wav	Come off the fucking boat	Yes
