id	path	toxicity	text
angry_22-6	/datasets/violence/yt_audio/angry_22-6.wav	Yes	I'll send this to the corporate. Every time I try to do something, you're a badass eating anyway. Girl, get out. Get out. Can you grab my shirt, please? They won't tell it to me.
angry_28-12	/datasets/violence/yt_audio/angry_28-12.wav	Yes	get it out get it out get it out oh shit get it out
angry_26-23	/datasets/violence/yt_audio/angry_26-23.wav	Yes	I'm not going nowhere, bitch, nowhere. I'm not going nowhere. We both gonna go to jail today.
angry_33-13	/datasets/violence/yt_audio/angry_33-13.wav	Yes	and no if you were open then you gonna cover attitude really yeah
angry_28-10	/datasets/violence/yt_audio/angry_28-10.wav	Yes	You should have never put your hand in my face. You will go to jail bitch, my wallet.
angry_24-4	/datasets/violence/yt_audio/angry_24-4.wav	Yes	Give me my fucking money back or give me my fucking large drink! What kind of large drink was it? Give me a fucking Sprite! I ordered this shit on the paper! Give me my fucking large drink!
angry_30-18	/datasets/violence/yt_audio/angry_30-18.wav	Yes	Don't leave without my sister and whoever was out there directing the bus is told them to pull off anyway And don't let my son off the bus now. He's screaming and crying because he's he know
angry_23-8	/datasets/violence/yt_audio/angry_23-8.wav	Yes	Bitch ass nigga! Yeah, yeah, yeah, yeah! Stope ass bitch! Oh my! Bitch you better not run up on her bitch I'ma tie you up! Bitch I'ma tie you up! Bitch hell!
angry_29-11	/datasets/violence/yt_audio/angry_29-11.wav	Yes	I don't want nothing you got. With your raggedy bumpy face ass. Get the hell out of my store. These are scars, not bumps. Right, and they're pecan worms. Star in your face. You can't quit me, y'all. You can't do shit, baby. OK.
angry_40-12	/datasets/violence/yt_audio/angry_40-12.wav	Yes	I'm trying to tell you. I'm trying to tell you. You ain't got to worry about nothing. Shanae's on her way. But I am going to go to jail. I am. If they think I'm right, they think they're going to just truck me for my money.
angry_29-19	/datasets/violence/yt_audio/angry_29-19.wav	Yes	Did I? Did I just step to the side with my bag? But what you're doing right now to this escalator is counting your draw.
angry_31-4	/datasets/violence/yt_audio/angry_31-4.wav	Yes	No you're not. Because you went out and told people that walked in here and you were sick. You know what? You close at 9 o'clock and you are pregnant. You are insane.
angry_40-14	/datasets/violence/yt_audio/angry_40-14.wav	Yes	It's okay. It's okay. It's okay. It's okay. It's okay. So you say fuck me for my money.
angry_23-1	/datasets/violence/yt_audio/angry_23-1.wav	Yes	What's your car? I'm going to drive my car. I'm going to be riding them up here. Danny, this bitch get sucked. I don't play on me. I'm going to say my sister took my car.
angry_40-13	/datasets/violence/yt_audio/angry_40-13.wav	Yes	What the fuck I am going to jail? Fuck that. Yo, fuck that. I want my change, please. I want my change. That's why I want to leave. I know what I came here with. I don't have no money. I just can't...
angry_30-17	/datasets/violence/yt_audio/angry_30-17.wav	Yes	He said that he was on the bus just a minute ago. He was screaming and crying and telling the bus driver, don't pull off, I need to get off the bus because I'm not allowed to leave without my sister. That's what we told him.
angry_26-11	/datasets/violence/yt_audio/angry_26-11.wav	Yes	Missy, you need me to go to jail, crap you in your head early in the morning and stuff to lose for fucking though with my money I need. You touched me, I'll go and grab you with my stuff. Move, move!
angry_29-15	/datasets/violence/yt_audio/angry_29-15.wav	Yes	You working that family, you need another worker. Exactly what you said you are doing with me. And thank you, my shit paid for it.
angry_40-17	/datasets/violence/yt_audio/angry_40-17.wav	Yes	You seen it? Okay. Okay, you seen it? Hey, hey, I'm trying to tell you...
angry_35-2	/datasets/violence/yt_audio/angry_35-2.wav	Yes	It's a purse, bag, the same thing. You put them in carry boxes in stores? What are they supposed to put their money in? Yeah, you can, but you're not buying anything. So you came to the door because you thought we were stealing?
angry_26-15	/datasets/violence/yt_audio/angry_26-15.wav	Yes	I don't think that's what I'm saying. Mr. Don't touch me. You don't have to touch me. I'm very calm. I'm very okay until you disrespect me. You don't throw the money in my face.
angry_30-8	/datasets/violence/yt_audio/angry_30-8.wav	Yes	your school until my child makes it home through my door you're responsible for my child not me you are until my child reaches back down until my child
angry_23-5	/datasets/violence/yt_audio/angry_23-5.wav	Yes	I tried to get in my purse and everything and he still won't let me out the door. He don't keep calling the law for everything. I tried to show him my bag and everything.
angry_28-11	/datasets/violence/yt_audio/angry_28-11.wav	Yes	Hey, you're not allowed to get in this court. Get out. Get out. Get out. You better get out.
angry_30-24	/datasets/violence/yt_audio/angry_30-24.wav	Yes	Can we write down all three then? Because she was here the second time and if y'all don't know about it that means nobody knew about it. She didn't say nothing to nobody.
angry_29-9	/datasets/violence/yt_audio/angry_29-9.wav	Yes	Please make sure it's recorded. Your sixth ass always got a motherfucking attitude. Bitch, you want what I got so bad. You got the right one. You know, don't you want to give me my file? I'll send you.
angry_30-5	/datasets/violence/yt_audio/angry_30-5.wav	Yes	still told the bus to pull off whoever it was whoever it was there was a teacher told him to pull off they should have left they should have let my son get off the bus
angry_35-8	/datasets/violence/yt_audio/angry_35-8.wav	Yes	No, because she wasn't at the door when we came in. No, because nobody was in here. There was people in here when we came in. No. So when we came in, other people kind of hurt her.
angry_23-7	/datasets/violence/yt_audio/angry_23-7.wav	Yes	Bitch you pushin' No, fuck, take them niggas for a full hour Alright, go now No, they for a full hour
angry_40-15	/datasets/violence/yt_audio/angry_40-15.wav	Yes	I just want my money back! I just want my money! I just want my motherfucking money!
angry_35-9	/datasets/violence/yt_audio/angry_35-9.wav	Yes	you? You came in here and just got me here after y'all. Oh she got a purse! You ain't looking her purse!
angry_30-12	/datasets/violence/yt_audio/angry_30-12.wav	Yes	That's what you can do. Step in here. The third time that my daughter has been lost. Do you want to talk? Because we can talk. Step in.
angry_33-1	/datasets/violence/yt_audio/angry_33-1.wav	Yes	You sitting up here, you wanna insult me and you making minimum wage? Really? Really? Look at you! You sitting up insulting me?
angry_26-9	/datasets/violence/yt_audio/angry_26-9.wav	Yes	Yeah, well, the manager, whoever, I would beat the shit out of your employee if she ever saw anything in my face. I'm not going nowhere. I want her to pick my shit up, give me my money, and say what I want.
angry_36-10	/datasets/violence/yt_audio/angry_36-10.wav	Yes	Call the owner. Go ahead and call the owner right now. Call the owner. You're not going to talk to a customer like that. Go ahead and call the owner. Go ahead.
angry_26-16	/datasets/violence/yt_audio/angry_26-16.wav	Yes	I'll pick it up. Sorry, sorry. Hey, hey, I'll pick it up for you. No, you don't pick it up. That's not the principle. Okay, I'll tell you something. The point is, I'm a customer. Right. You don't take my money.
angry_35-5	/datasets/violence/yt_audio/angry_35-5.wav	Yes	I'm right here. I can't you and I pull it so what did I do to lead you to believe that I was still? Because you're walking through all the house like other people do and then you're leaving without buying
angry_31-10	/datasets/violence/yt_audio/angry_31-10.wav	Yes	She's a cutler just like me. Wrong. No, I'm standing up for the employees that can't bitch you out like I can. No, you're right. They can't.
angry_27-2	/datasets/violence/yt_audio/angry_27-2.wav	Yes	Why you coming at me? Everybody coming at you. Is it real, Lecha?
angry_26-1	/datasets/violence/yt_audio/angry_26-1.wav	Yes	Don't swear. I don't need to do anything. I was just asking you. I don't need to do anything. What do I need to do? I don't need to do anything.
angry_39-9	/datasets/violence/yt_audio/angry_39-9.wav	Yes	I promise you. I promise you. I promise you. Y'all got like fucked up in my mouth. I'm fucking here tonight. My fucking.
angry_28-8	/datasets/violence/yt_audio/angry_28-8.wav	Yes	I'm gonna beat you up. Beat you just punch my god damn face. You did too hit me in my face. And it's on camera. I don't care.
angry_30-13	/datasets/violence/yt_audio/angry_30-13.wav	Yes	This is and but this my third time though understand that as a father This is my third time that I've lost my five year old daughter my baby
angry_37-9	/datasets/violence/yt_audio/angry_37-9.wav	Yes	I'm gonna Burger King, bitch! I don't need this fucking bullshit!
angry_29-5	/datasets/violence/yt_audio/angry_29-5.wav	Yes	I'm not giving you anything. No, no, no, no. Watch. No, he don't have to give me my money. Here.
angry_29-35	/datasets/violence/yt_audio/angry_29-35.wav	Yes	I don't care about you talking about his boo-boo. That's your job. I don't care.
angry_33-2	/datasets/violence/yt_audio/angry_33-2.wav	Yes	You gonna sit up and soak me? Really? Ma'am, can you please stay by the door? I'm not gonna put my hands on you. Can you just step out, ma'am? I'm asking respectfully.
angry_29-36	/datasets/violence/yt_audio/angry_29-36.wav	Yes	So I had to get in there and bring you a message. Oh wow, what the police are they telling me?
angry_39-8	/datasets/violence/yt_audio/angry_39-8.wav	Yes	I'm not gonna let my fucking chicken, because my shit cold. My shit cold. It's gonna be like, I don't really know. I'm scared that somebody drop cut. Homeboy that came in the corner, like, homeboy that's breaking my...
angry_29-7	/datasets/violence/yt_audio/angry_29-7.wav	Yes	I got money for what I want. You can't tell me what to pay for. Can I give him a file out of here? Can I give him a file out of here? Thank you very much. I ain't getting no books. You're gonna have to call them, baby.
angry_22-2	/datasets/violence/yt_audio/angry_22-2.wav	Yes	Get this bitch cause you already know! You already know! Give me my fucking shot! Get this bitch out of here! Get this bitch out of here! I'm not leaving until I get my goddamn shit! Get away from this shit! What the?
angry_29-31	/datasets/violence/yt_audio/angry_29-31.wav	Yes	I did not cost you nothing! I got all these little things. I think that's what you did put the firewood on. I gotta go to work, baby. I just need this three little...
angry_29-6	/datasets/violence/yt_audio/angry_29-6.wav	Yes	I don't get no fuck. You act like you had attitude from the job. Did I disrespect your man?
angry_29-24	/datasets/violence/yt_audio/angry_29-24.wav	Yes	I'm about to lose all these numbers. I'm about to lose nothing. And that's your way? What's not ever in your way sir? What's not ever wrong? The only thing I got to do is put my receipt down and no more.
angry_30-10	/datasets/violence/yt_audio/angry_30-10.wav	Yes	Don't ask me to be calm, don't patronize me, don't chastise me. Don't do it! And you're doing it now! So stop!
angry_33-4	/datasets/violence/yt_audio/angry_33-4.wav	Yes	So all I did was ask her, are you open? Are you gonna talk to me like that? I got it all on video because I hit record because I knew she was gonna get ignorant.
angry_36-5	/datasets/violence/yt_audio/angry_36-5.wav	Yes	I couldn't hear what she said of the soft drink. Now please leave my restaurant. Because you don't have nobody coming in here yelling at me. No, you don't have no right. I don't have no right.
angry_28-4	/datasets/violence/yt_audio/angry_28-4.wav	Yes	fingers and then grab the customers food. Customers food. We don't want that nasty shit. We don't know she been sucking dick, licking pussy. We don't know what.
angry_30-2	/datasets/violence/yt_audio/angry_30-2.wav	Yes	First time I was calm, I was understanding, because I understood it could happen. The second time, I was mad, but I let it go. The third time, my son called me from the bus, crying.
angry_24-8	/datasets/violence/yt_audio/angry_24-8.wav	Yes	You spent getting there? I didn't spend my day there. But that's not a problem though. Y'all be fucking fuck up my food when I come here and eat. That's not a problem. Y'all fuck up my food. That's not a problem.
angry_36-6	/datasets/violence/yt_audio/angry_36-6.wav	Yes	You don't have no right to. You came in here yelling at me. I came in here yelling at you. So please leave my establishment now. You go sit down when you're done right now. Go over there and sit down.
angry_35-6	/datasets/violence/yt_audio/angry_35-6.wav	Yes	Because I can't look at anything? Yeah, it happens, but we have a lot of people that come to the stores when I'm trying to get you to understand that still. But what that got to do with me? Because you're doing what the...
angry_22-5	/datasets/violence/yt_audio/angry_22-5.wav	Yes	Get out of my way! Where's your sign? You work at a little video company! Tara stop! That's okay! I'll send this to corporate. I've been recording the whole time.
angry_27-1	/datasets/violence/yt_audio/angry_27-1.wav	Yes	I said I was gonna pay! Look, he's got my car! No! I'm protecting my illegal life! Come back and we'll throw you out of the fucking bottle!
angry_33-6	/datasets/violence/yt_audio/angry_33-6.wav	Yes	question. Then you turn around and pick my stuff up and you do it? Ma'am, can't. Like you ignorant, really? Ma'am, I'm asking you respectfully, can you step out? Yeah, I'm going to step out.
angry_28-1	/datasets/violence/yt_audio/angry_28-1.wav	Yes	She just ate these potato chips everybody. She just took it away. She just ate these, licked her fingers and put it on food. On our food.
angry_29-14	/datasets/violence/yt_audio/angry_29-14.wav	Yes	Put that in front of that name. That's what you do. We got two degrees. Thank you. Rats on that food rack. Get out of here. How? How? How? How? How? How? How? How? How? How? How? How? How? How? How? How? How? How? How? How? How? How?
angry_33-3	/datasets/violence/yt_audio/angry_33-3.wav	Yes	Now, your employee gonna throw my stuff! Ma'am, I'm gonna- She gonna throw my stuff! She will have disciplinary actions. I'm asking you, can you come down with it? Just like I'm saying! She gonna throw-
angry_26-13	/datasets/violence/yt_audio/angry_26-13.wav	Yes	You bitch, you fucking play around. You made it all for me, man. Go home, go home. Come on, come on, come on, calm down. Calm down.
angry_30-7	/datasets/violence/yt_audio/angry_30-7.wav	Yes	Y'all allow these buses to come pick these kids up, therefore you're responsible. No sir, when they get on the bus, they decide if they can keep them or not. I release my child to get on your bus to come to...
angry_26-5	/datasets/violence/yt_audio/angry_26-5.wav	Yes	The same way I gave it to you. Don't throw nothing at me. What's up with you? I'm sorry. No, don't be sorry. Give me my money in my hands like I gave it to you.
angry_29-23	/datasets/violence/yt_audio/angry_29-23.wav	Yes	You wish I did make $9,000 an hour, sweetie. Thank you for reporting. Please, thank you. You ain't gonna make me sheets.
angry_26-19	/datasets/violence/yt_audio/angry_26-19.wav	Yes	Nobody that knows it, that's why they'll be here all they life doing minimum wage bad shit. I'm gonna throw you in, I'm gonna throw you in.
angry_36-9	/datasets/violence/yt_audio/angry_36-9.wav	Yes	And do not come back. Go ahead. You're not welcome here. Go ahead. Call the cops. I'm calling the owner. Go ahead and call the owner. You got a choice. What you're going to do. Go ahead and call the owner. Leave my stepfather.
angry_33-7	/datasets/violence/yt_audio/angry_33-7.wav	Yes	What's corporate's number? Give me a card, a number, whatever. Give it to me now.
angry_30-4	/datasets/violence/yt_audio/angry_30-4.wav	Yes	My son told them to stop but he said don't pull off I cannot leave without my sister and they told him to leave anyway My son was on the bus screaming and crying and y'all
angry_24-5	/datasets/violence/yt_audio/angry_24-5.wav	Yes	It ain't no speech! No! I need orders more! I need orders more! Alright, relax alright? I'm gonna help you out alright? You got a small piece? Right.
angry_40-8	/datasets/violence/yt_audio/angry_40-8.wav	Yes	I'm not hearing. I'm not hearing. You know what? If you can hear, get out of my store. Okay, well I'll just let you remove. Okay, you can call the police. I just want my money. Yeah, that's some bullshit.
angry_30-9	/datasets/violence/yt_audio/angry_30-9.wav	Yes	back down where I live you're responsible for my child getting home I don't care y'all didn't care nothing about my kids
angry_37-5	/datasets/violence/yt_audio/angry_37-5.wav	Yes	She just needed to shut up. I got that all in your head. All right, that's going to just be simple. Like, he just don't got to answer the rest of all because he can't be talking to my opponent.
angry_22-1	/datasets/violence/yt_audio/angry_22-1.wav	Yes	I told you you ain't getting shit! I want my shirt! What the fuck did I tell you about you? Did I put your job? No! The same.
angry_29-28	/datasets/violence/yt_audio/angry_29-28.wav	Yes	I gotta go to work. You were standing right here and he was standing right here. This man ain't disrespecting this man. Now, what's happening? I gotta go to work.
angry_36-2	/datasets/violence/yt_audio/angry_36-2.wav	Yes	Why would she talk to me? Is that how you talk to customers? No, I was trying to explain to the lady I couldn't hear her. No, that's not what we're doing. What did she say? No coke? With small coke and no wine?
angry_29-26	/datasets/violence/yt_audio/angry_29-26.wav	Yes	that I know how much money I had on me. So why would I sit up there and let you ring all that stuff up and I ain't got enough money? So I said, hold on. That's what he got to attitude.
angry_26-14	/datasets/violence/yt_audio/angry_26-14.wav	Yes	You don't throw my fucking money at me. You don't fucking throw my money at me. Call the cops, call whoever you need to call.
angry_31-2	/datasets/violence/yt_audio/angry_31-2.wav	Yes	Well, then you should have said something. Typhoning that damn fire department for 10 minutes. Oh, I know he didn't tell me.
angry_35-10	/datasets/violence/yt_audio/angry_35-10.wav	Yes	You didn't look in her purse. You didn't look in her purse. You didn't look in her purse. I'm calling your corporate.
angry_37-8	/datasets/violence/yt_audio/angry_37-8.wav	Yes	me let's take my fucking order that's what she paid for to take my fucking order she get that nine dollars an hour to take my fucking order and get it right
angry_24-6	/datasets/violence/yt_audio/angry_24-6.wav	Yes	I mean, order a small. Everything else here, small too. We might order a small drink. Exactly, I didn't spit, somebody else spit. I didn't do anything, what does it mean?
angry_33-9	/datasets/violence/yt_audio/angry_33-9.wav	Yes	Make me. Just like I said, you need to learn how to shut up and get another job. Get another job. I see they hired. I see. I don't want another job. I need a job.
angry_22-4	/datasets/violence/yt_audio/angry_22-4.wav	Yes	I want my money back. I'm not doing anything. You have to give me my money back. Yes you do. I'm returning it.
angry_30-15	/datasets/violence/yt_audio/angry_30-15.wav	Yes	ain't none of y'all heard about this right this happened and the second time y'all tell me that if we don't come get her by four o'clock y'all ain't responsible for that's what the lady who sits right there said to me
angry_26-10	/datasets/violence/yt_audio/angry_26-10.wav	Yes	I gave it to her. I'm not moving. Somebody better go behind here, give me my money, give my order, and that's gonna be that.
angry_33-12	/datasets/violence/yt_audio/angry_33-12.wav	Yes	I wouldn't want to be you in any day All you had to do is answer a question yes
angry_30-6	/datasets/violence/yt_audio/angry_30-6.wav	Yes	to find a sister because that's what we told him to do. They didn't allow him to get off the bus. That's transportation. That's a separate entity. It was a teacher that told him. If it's young.
angry_30-3	/datasets/violence/yt_audio/angry_30-3.wav	Yes	Crying, screaming, talking about he don't know where his sister is. I'm supposed to be at work, which is an hour away from where we live here in Snailville. Now imagine if I went to...
angry_30-20	/datasets/violence/yt_audio/angry_30-20.wav	Yes	to watch our own back we told my son stay with my stay with her because obviously don't nobody in this goddamn office care about her or she's not your responsibility
angry_40-20	/datasets/violence/yt_audio/angry_40-20.wav	Yes	I'm trying to pull up. I'm trying to pull up. And I want police to pull up too.
angry_37-2	/datasets/violence/yt_audio/angry_37-2.wav	Yes	All these people come over here. Who are here? Can I help you? He's too early. You brought them to the register so I can take your order?
angry_26-21	/datasets/violence/yt_audio/angry_26-21.wav	Yes	I'm sorry. No, don't be sorry bitch! Don't be sorry! Don't be... Who sent you with the name? Who sent you with the name?
angry_31-8	/datasets/violence/yt_audio/angry_31-8.wav	Yes	I would have went out there when I came in the first time, Miss nobody asked. He said they were closing. Inside! He said the door was open!
angry_26-18	/datasets/violence/yt_audio/angry_26-18.wav	Yes	She had no business throwing it down there. If she didn't know my order, she should have got some.
angry_30-16	/datasets/violence/yt_audio/angry_30-16.wav	Yes	She said that there's a teacher's party at four o'clock and so after four o'clock She's not responsible for my child because she has to go to a teacher's party
angry_36-3	/datasets/violence/yt_audio/angry_36-3.wav	Yes	She was trying to tell you, she was trying to talk to you, and I see that you have a problem talking to her. No, I don't have a problem talking to nobody. You have a good day, and we must have a red flag.
angry_24-2	/datasets/violence/yt_audio/angry_24-2.wav	Yes	I ordered a fucking large drink! She said I can't have a large drink! Give me my fucking large drink! Give me the spade. No! Where's the spade? I spit on you!
angry_36-8	/datasets/violence/yt_audio/angry_36-8.wav	Yes	Stop being at all. Action 14. You got a fucking problem? You want me to call the cops on you? Go ahead. Leave the restaurant. I'm always playing ball. Leave the restaurant now. Go ahead. Go ahead. Leave it. Fuck that now.
angry_36-4	/datasets/violence/yt_audio/angry_36-4.wav	Yes	I was not having a bad day, you can't even start your own at me. And all I told the lady on the headset is I didn't understand what she said. But that's the lady who was in the car together.
angry_29-10	/datasets/violence/yt_audio/angry_29-10.wav	Yes	Do not see me get this man a $5 bill, not a dollar. You ain't gonna get shit up out of this door. You see how he talking to me? No, you just gonna tell me all kind of shit to my sister and my boy with two guys. I'm gonna not have wanted nothing. You will.
angry_26-17	/datasets/violence/yt_audio/angry_26-17.wav	Yes	and throw it in my face. I said my order three times. Who are you to throw money in my face and tell me
angry_35-4	/datasets/violence/yt_audio/angry_35-4.wav	Yes	money and I got a whole bunch of cranny I'm just glad you walked through the store like a lot of people do but don't people come in with purses? and they steal you know how many
angry_26-24	/datasets/violence/yt_audio/angry_26-24.wav	Yes	I'm not going nowhere, nowhere at all.
angry_37-10	/datasets/violence/yt_audio/angry_37-10.wav	Yes	I was just walking by.
angry_39-10	/datasets/violence/yt_audio/angry_39-10.wav	Yes	I promise, I promise, I promise anybody gonna put this bitch in her face, I'll draw it off anyone and bitch, I'll do a fuck.
angry_26-20	/datasets/violence/yt_audio/angry_26-20.wav	Yes	Can you shut up already? You can see what I'm saying? I need to take it out of there, man. Take this off of you. I will deal with her!
angry_31-12	/datasets/violence/yt_audio/angry_31-12.wav	Yes	Oh, I'm sorry. So you're recording me without my permission? It's legal. It's legal. Law. Yep. You're actually not supporting that. I don't live here.
angry_39-5	/datasets/violence/yt_audio/angry_39-5.wav	Yes	What, bitch? What, bitch? I don't work at Popeye. What I'm trying to say is- I'm not mad because I fucking-
angry_22-3	/datasets/violence/yt_audio/angry_22-3.wav	Yes	Look, look, look, I got you! What's good? Call corporate, I'll give you a return. Well, that's fine, I just want my return. And you ain't getting shit like the fuck I just-
angry_26-7	/datasets/violence/yt_audio/angry_26-7.wav	Yes	I'm trying to hate you. Call the police, anybody you need to call. I don't care who it is. Get your manager.
angry_30-25	/datasets/violence/yt_audio/angry_30-25.wav	Yes	And they're trying to cover their own stuff up. They're covering their own stuff up because y'all supposed to know about every single thing that happened to every single one of these kids in here.
angry_37-3	/datasets/violence/yt_audio/angry_37-3.wav	Yes	You can go in front of me. Don't ask. Because you've been sitting here for a long time, just like me. You guys go. Yo, I didn't do a video on shit!
angry_29-30	/datasets/violence/yt_audio/angry_29-30.wav	Yes	If I owe you somebody after I verify my draw, ma'am, and I get these things out here, I'll be more than happy to get it to you. But I'm not gonna... I told you that, you're a step further away than a star person.
angry_26-3	/datasets/violence/yt_audio/angry_26-3.wav	Yes	What you think you're going to do? Now tell me to calm down. Now tell me to be quiet. You better get my money, Mr. Honey.
angry_29-1	/datasets/violence/yt_audio/angry_29-1.wav	Yes	I'm very proud of you, but you're not gonna stand here and holler and you're gonna disrespect me. It's like I'm gonna do something for you. Have I disrespected him? I ain't said nothing wrong, but other than I gave you a fine-
angry_26-12	/datasets/violence/yt_audio/angry_26-12.wav	Yes	Hello you bitch! Hello you! I will crack you upside your head! Yo yo yo yo yo yo! Come out! Come out! I'll crack your head!
angry_39-11	/datasets/violence/yt_audio/angry_39-11.wav	Yes	You, going now, get like that, bitch even I got nothing to do with that. That's it! Yes ma'am. Get in there, you're being raised a
angry_22-7	/datasets/violence/yt_audio/angry_22-7.wav	Yes	That's okay, we'll come back later. Hi, that stupid ass. What? Don't mess with her! What did you say? Don't mess with her!
angry_35-3	/datasets/violence/yt_audio/angry_35-3.wav	Yes	Just making sure. But I'm just saying, did you really think that I was in your cellar? I don't know. What you're doing. You know how many black people come in here and do that? But I'll just tell you this. I mean, but that is like profanity. Okay. Okay.
angry_39-6	/datasets/violence/yt_audio/angry_39-6.wav	Yes	Ain't nobody never. He's looking at me. He's looking at me. Ain't nobody lying. Ain't nobody lying.
angry_29-4	/datasets/violence/yt_audio/angry_29-4.wav	Yes	they have to escort me or not. You're gonna give me my money, I ain't give you no down like that. You're bad, I need my blessing. Get out of my cell phone. I ain't going nowhere.
angry_29-2	/datasets/violence/yt_audio/angry_29-2.wav	Yes	I'm not gonna pay attention. That's not my problem. Cuz you hadn't been coming up here, I thought all this stuff up here tonight. You don't want this, I don't want that. You are confusing.
angry_29-12	/datasets/violence/yt_audio/angry_29-12.wav	Yes	God. Oh, he's on the line. Hey, you can't put me out. I'll say it right there. You're gonna keep talking to me. You're gonna lose your job, not me. I'm not. You're the first fool right out of the guy I'm doing it with.
angry_30-21	/datasets/violence/yt_audio/angry_30-21.wav	Yes	Right, so after that I said don't leave without my daughter So he did what he was supposed to do, but somebody told the bus to go
angry_26-6	/datasets/violence/yt_audio/angry_26-6.wav	Yes	Tell me about your kids and everything, but who do you think you're talking to? I don't want to hear nothing. Give me my money and my head to save for our people so I can...
angry_29-18	/datasets/violence/yt_audio/angry_29-18.wav	Yes	I asked you to step aside, let me get to the point. And I failed by my draw. And what I did, when I stepped to the side, he got small with me. You ain't want to do that. You want to do just what you're doing.
angry_22-8	/datasets/violence/yt_audio/angry_22-8.wav	Yes	I'm not talking to you! Come back to sleep! Bitch I will knock you clean the fucking
