id	path	text	toxicity
angry_01-65_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_01-65_cloned.wav	Spanish I caught your answer I got you recorded let's go bitch let's call 911 now stealing all my parts out my car don't tell me to	Yes
angry_01-66_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_01-66_cloned.wav	Bitch you in my shit. You just raided my shit Now	Yes
angry_01-68_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_01-68_cloned.wav	Stealing my shit. Okay your husband	Yes
angry_01-7_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_01-7_cloned.wav	You hit me with a gun! You hit me with a gun! Get away! What the fuck is wrong with you? Cory! Cory don't!	Yes
angry_01-8_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_01-8_cloned.wav	Coy please! Hit me again! Oh god damn that was good. Go away! Hit me again! Go away!	Yes
angry_01-9_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_01-9_cloned.wav	Cory stop it! Here it goes! Bubba stop! Why would you do that? Damn pill! Stop! Fuck you!	Yes
angry_02-12_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_02-12_cloned.wav	Should I go jump him? Nah. This nigga is lit. Oh wait chill chill chill. Chill let me watch this shit.	Yes
angry_02-13_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_02-13_cloned.wav	You could get away if you leave, bruh. Beast! Beast! Beast!	Yes
angry_02-2_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_02-2_cloned.wav	It's called legal. Yeah, put your seatbelt on. Put your fucking mouth shut!	Yes
angry_02-24_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_02-24_cloned.wav	I can call some bloods with your crits, but how about the war I fucked up bitch? Didn't I kick you in the goddamn open town and dragged you down the goddamn alley?	Yes
angry_02-25_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_02-25_cloned.wav	Stay in the old lane, motherfucker! Kick all this shit down, man. Fuck me. Yo! Yo! Yo! What the fuck you doing?	Yes
angry_02-26_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_02-26_cloned.wav	Ah, goddamn it! Get smashed, get smashed, bitch! Get the fuck out of here, bitch! Get the fuck out of here!	Yes
angry_02-3_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_02-3_cloned.wav	You are really pissing me off. I know I am. And you do this for a hobby? Fucking annoy people.	Yes
angry_02-36_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_02-36_cloned.wav	Stop camping please. Did you go there? Are we? Why did you shoot me? Because the guy behind you was being a prick. Why didn't you just fuck off your	Yes
angry_02-37_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_02-37_cloned.wav	You little loser trying to get good at the game you dickhead! Such a prick! Go fuck yourself you loser! What's your problem? You're just a fucking geek!	Yes
angry_02-38_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_02-38_cloned.wav	That guy stood in front of me when he says I'm a fucking loser, he's a dickhead, go away you little prick! So by following me, you're a level 25 and you've had the game for about five fucking years.	Yes
angry_02-4_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_02-4_cloned.wav	I'm taking your camera. Come and fucking do it! Come on you cunt! Fuck! Not fucking quick!	Yes
angry_02-40_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_02-40_cloned.wav	My fucking dickhead stood in front of me! Good day, you little prick! That's not nice, is it? Man, that's a thousand points! You're not very good, are ya? No! Well, I'm obviously better than you, because I ranked up.	Yes
angry_02-45_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_02-45_cloned.wav	You like it? Okay, well how long is it gonna take? 15 minutes. 15 minutes. I don't have 15 minutes for you.	Yes
angry_02-6_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_02-6_cloned.wav	I should have gotten it the first time when he knocked it around, bruh. This man came back, he bought it. Fuck y'all, I told y'all I had this shit last time, you know. Go ahead.	Yes
angry_02-7_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_02-7_cloned.wav	BITCH! BITCH! BITCH! BITCH! IT! GO BITCH! AY!	Yes
angry_02-8_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_02-8_cloned.wav	Hey, there! Oh shit! You got the way, you got the way, you got the way! Go, where are you? Bitch!	Yes
angry_03-1_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_03-1_cloned.wav	Didn't let me get a job! The white man didn't let me do it, nigger! Now you're fucking burning hell, nigger!	Yes
angry_03-19_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_03-19_cloned.wav	Slam the box straight in the wall, man! Shut the fuck up! You retarded girl, you're so retarded, man! Your brain is gonna turn to black! I smell 770, may your queen turn to black!	Yes
angry_03-21_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_03-21_cloned.wav	May your grin turn to blood. May your grin turn to blood. You need to lay off that crack. I'm calling the machine, I'll kill you. Serve the Jews or...	Yes
angry_03-22_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_03-22_cloned.wav	die. You have no idea what your dog is doing. I'm part of the Reveals campaign and I don't ever walk in the side coming like that. I want you to be completely abandoned and I want you to turn to a slave.	Yes
angry_03-23_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_03-23_cloned.wav	There's no point in the reason. I'm a Jew, it's not for the good of our children who are retarded Nazis. Yafi'ah, the name we're bringing back, they do not have to be a she-off or an omen by...	Yes
angry_03-25_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_03-25_cloned.wav	Every mix what I do, kills you Nazis. Every Nazi I kill is off the Jewish people.	Yes
angry_03-26_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_03-26_cloned.wav	Now shut your nasty mouth up! Or suck a cock! How much cock have you sucked, you gnarly girl? You sucked that cock? Put it in your throat, girl! You gotta get that cock in there!	Yes
angry_03-27_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_03-27_cloned.wav	You little hoe! You little naughty girl! You're naughty! You're naughty! I will call around my house if I curse you in the shovel! Come around my house if I curse you in the shovel!	Yes
angry_03-3_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_03-3_cloned.wav	I don't give a fuck you ain't paid for your cap you son of a bitch. I don't give a goddamn this is my motherfucking job. I don't give a fuck that's your motherfucking baby too bitch. I don't give a damn. And you can't you rub that when I'm taking this.	Yes
angry_03-33_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_03-33_cloned.wav	What the? What was that about? No way you're gonna do that again. That was bizarre! Black bitch! Watch out! Ugh!	Yes
angry_03-34_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_03-34_cloned.wav	What the hell is your black bitch, you nigger? That's what our nigger Obama is? President Obama is nothing but a fucking president, a pooping old...	Yes
angry_03-35_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_03-35_cloned.wav	Obama, his legacy was a fucking cell phone, bitch! Cause when the other niggas were back here loud talking, you're right, you're right!	Yes
angry_03-36_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_03-36_cloned.wav	That ass didn't say shit! I'm driving the fucking bus, nigger! It's nice, wait for the cops. Good, let's wait for the cops. Give me my fucking radio tape. Give me my fucking radio tape.	Yes
angry_03-37_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_03-37_cloned.wav	Get off the fucking bus, dude! Well yeah, plus one American. And world. Drive the bus, nigger! It's on the way!	Yes
angry_03-38_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_03-38_cloned.wav	I'm gonna take this all your camera right here bitch, you're gonna lose your job nigger. You're getting ready to lose your job nigger. You see these cameras nigger? Every fucking thing	Yes
angry_03-39_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_03-39_cloned.wav	The thing that happens on this bus is on camera. You know, could, do, be, piece of nigger shit. I'm gonna go out to Booty. That's when the other nigger was.	Yes
angry_03-40_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_03-40_cloned.wav	Right there! Loud talking your black ass didn't say shit! Now you drop this fucking bus, nigger! He's wet! You're fucking... He's up!	Yes
angry_03-41_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_03-41_cloned.wav	I always talk about the white man didn't let me get a job. The white man didn't let me do it niggas. Now you're fucking burning him.	Yes
angry_03-5_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_03-5_cloned.wav	Get your motherfucking ass back! Get back! Get your ass out here! I ain't gonna do nothing! You better get your ass back! Get your ass back!	Yes
angry_03-52_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_03-52_cloned.wav	that is illegal for you to just listen to how- you really wanna start this fucking shit with me? do you really wanna start it? get the fuck out! and you're on the fucking camera! get the fuck out, you don't like it! and you're on the camera! i don't really give a fuck! you're not allowed to just walk in my- here, take the-	Yes
angry_03-53_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_03-53_cloned.wav	You're my fucking dick so I can stick it in you! I'm fucking suing the shit out of you! I want you to sue me. Because you know what? You better quit fucking with me or get out of my life!	Yes
angry_03-54_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_03-54_cloned.wav	You're on camera and if I beat your fucking ass if I beat I'm about to beat your fucking ass and I'm going straight to the police with this shit. You're fucking doing illegal shit	Yes
angry_03-55_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_03-55_cloned.wav	You got people in my fucking house. You're spitting on me. You're putting your fucking hands on me You're going to fucking you're going to fucking nigger. You're calling me a fucking nigger	Yes
angry_03-56_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_03-56_cloned.wav	You're ruining all your shit! I'm about to own all your shit, you fucking asshole! Start with my ass. Yeah, that's great! You and your mama! Yeah, I know. Thank you!	Yes
angry_03-57_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_03-57_cloned.wav	Great lawsuit dumbass great loss of you dumbass. You just fucked up calling the police	Yes
angry_03-58_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_03-58_cloned.wav	You want me to tell them to let you out? Now, fuck this bitch now! Put your hands on me now! Put your motherfucking hands on me now!	Yes
angry_03-59_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_03-59_cloned.wav	You tell me what to do. Put your motherfucking ass on me now!	Yes
angry_03-61_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_03-61_cloned.wav	The fuck y'all think this is?	Yes
angry_03-65_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_03-65_cloned.wav	He's a knock-deaf. What else you gonna do for him? This is our state at war! What else you gonna do?	Yes
angry_03-67_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_03-67_cloned.wav	Show you see how it ends. You're the fuck out of this goddamn shit. They think they can fuck all of us. That's what this fuck got to mean. What else y'all gonna do?	Yes
angry_03-68_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_03-68_cloned.wav	I'm gonna come my way. What the hell do I do in front of the devil? Leave me the fuck alone! Leave me the fuck alone! Leave me the fuck alone!	Yes
angry_03-7_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_03-7_cloned.wav	You bitch! You better get your motherfucking ass back! Hit me with that brush you come up to! You better get your ass back! You better get your ass back!	Yes
angry_03-74_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_03-74_cloned.wav	Get your goddamn soul out of me! Get your damn soul out of me!	Yes
angry_03-75_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_03-75_cloned.wav	Get your motherfucking soul out of me! Get your motherfucking soul out of me, bitch!	Yes
angry_03-78_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_03-78_cloned.wav	Where's that guy lost his goddamn soul?	Yes
angry_03-85_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_03-85_cloned.wav	Better tag on him, better tag on him Ma'am! Let it out, let it out Fuck with y'all no winner Fuck y'all, I told y'all that shit last time Go ahead Bitch	Yes
angry_03-86_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_03-86_cloned.wav	Bitch! Bitch! Bitch! Bitch! Bitch! Go bitch!	Yes
angry_03-87_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_03-87_cloned.wav	Hey, there! Oh shit! Back away, back away, back away! Bitch! Back up, back up!	Yes
angry_04-1_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_04-1_cloned.wav	You're a batterer! You're a liar! You're a batterer! You're a piece of shit and a batterer! Ah! Ah! SHUT IT UP YOUR ASS!	Yes
angry_04-12_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_04-12_cloned.wav	I buried your mother, Sam! What the fuck is you saying, y'all?	Yes
angry_04-14_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_04-14_cloned.wav	Well don't sit down, just don't come back over there. Fuck you bitch. Okay, you right. Can you do that for me? I ain't had one in a long time. You right.	Yes
angry_04-15_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_04-15_cloned.wav	I ain't have been ever been gone. Hey, come on, sweetie. Leave me alone, would you?	Yes
angry_04-16_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_04-16_cloned.wav	Stop acting simple! No, I said I'm ready to go! Stop acting simple! I'm ready to fucking go! Oh, no! Give me my shit! No, give you what? Two sugar...	Yes
angry_04-19_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_04-19_cloned.wav	I'm not gonna do this. I mean stop fucking with me. I ain't messing with you now. I'm not messing with you, see. I won't fuck you up. Rita, Rita, Rita. I won't fuck you up.	Yes
angry_04-21_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_04-21_cloned.wav	Come on. Hey! Fuck, we're done. Don't you understand we're done as a nation? This guy, he's gonna get fucking a movie now, he's gonna get a book deal. How I-	Yes
angry_04-22_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_04-22_cloned.wav	Chris, my Lamborghini, we're fucking done. Give me that money, that little fucking prick. Give me that, you know what I'd do with that money? I'd hire somebody to wipe my mother's ass. That's what I would do with that money.	Yes
angry_04-23_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_04-23_cloned.wav	because they got too much too fast don't you understand these are the role models we have for all these little fucking shitheads it's over	Yes
angry_04-25_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_04-25_cloned.wav	I'm breaking my fucking ass to jump I'm wearing a fucking clip-on tie and this little prick has the world by the balls and his trouser. What's his what's he got problems?	Yes
angry_04-26_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_04-26_cloned.wav	Is it a disease? Was he abused when he was a- FUCK HIM! LET HIM CRASH! LET HIM FUCKING DIE! AND IF I SAW HIM CRASH AND DIE, I WOULD PUL-	Yes
angry_04-27_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_04-27_cloned.wav	over and eat popcorn while I see his fucking brains hanging from the fucking radiator. Fuck Justin Bieber! My mother wasn't, you piece of shit!	Yes
angry_04-28_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_04-28_cloned.wav	I bet you you beat up lemon too, asshole! You're a batterer! You're a liar! You're a batterer! You're a piece of shit and a bad-	Yes
angry_04-29_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_04-29_cloned.wav	Get out of here! Shut me up your ass! Shut me up your ass! Oh my god. Shut me up your ass you piece of shit!	Yes
angry_04-3_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_04-3_cloned.wav	Get off the car, my nigga. Straight up. Get off the car, man. Get off the car, man. Get off the car, man.	Yes
angry_04-30_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_04-30_cloned.wav	Oh, oh, oh. You wanna hit me? You wanna hit me? I'll fucking knock you out. Oh my God, hit me the way you hit your wife. Hit me the way you hit your wife. Don't fucking touch me, you fucking.	Yes
angry_04-31_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_04-31_cloned.wav	800 million Post that on Facebook You a god damn, you a lying son of a bitch	Yes
angry_04-32_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_04-32_cloned.wav	I'm gonna post this on Facebook. Don't post this on there man. Why not? Daddy I want everybody to know where I be going. No no no no. See that's what I'm talking about. That's a fucking stupid. You don't let no cat there bother know that shit.	Yes
angry_04-33_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_04-33_cloned.wav	You're such a stupid motherfucker. We ain't, we ain't 800 men, Dave, boy. You don't let nobody know nothing, cause if you know how many motherfuckers we got, we'll try to kill your ass. Not a real nigga did nothing much, bro.	Yes
angry_04-34_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_04-34_cloned.wav	I'm gonna fuck your daughter and every motherfuckin' thing, nigga. Stupid motherfuckers. If they wanna snitch you, I don't give a fuck. God, you fucked up, daddy. Don't poke that shit on no goddamn face. You gonna come and get me.	Yes
angry_04-35_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_04-35_cloned.wav	post that shit on Facebook because I'm telling you, if I see you don't want to beat your motherfucking ass, I swear to God, God my wrist, my right hand is God, I'm going to fuck you up. My hand is God.	Yes
angry_04-36_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_04-36_cloned.wav	You know what the nigga did now, Mark Strong. I told you don't do that. Alright. Don't do that shit, man.	Yes
angry_04-37_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_04-37_cloned.wav	A little bit of respect, please. I am a nurse. I am Finnish woman. You are fucking African woman. You have meaning nothing. You are zero. You are not humane.	Yes
angry_04-42_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_04-42_cloned.wav	Uh-uh! So you made me have this, what the fuck? You don't spend five thousand on? Hell no! Hell no!	Yes
angry_04-43_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_04-43_cloned.wav	No, no, please! You broke him out! Mary, shut up! Fuck your body down! Mary, shut up!	Yes
angry_04-44_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_04-44_cloned.wav	You got me fucked up! Suicide dog! She got some rad bottles of dog! Suicide dog, get in! Man, I got him in this shit! Get in! Hey, you're not making-	Yes
angry_04-45_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_04-45_cloned.wav	I got you for hell! You can't just drive me around with this shit! You can't just fuck me! I just wanna... You can't just fuck me!	Yes
angry_04-47_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_04-47_cloned.wav	I'ma get this deal! I work for Zayn! This son of a bitch! You ain't never satisfied!	Yes
angry_04-48_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_04-48_cloned.wav	You ain't never satisfied, man. You know what's up? Yo, yo, yo, catch this motherfucker. Yeah. Take a picture of this motherfucker. Yo, yo, yo, yo.	Yes
angry_04-53_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_04-53_cloned.wav	You fuck you man you drunk you drunk you're on camera now Yeah, I'm gonna take your picture your van	Yes
angry_04-56_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_04-56_cloned.wav	Get your fucking bastard! Why? Why you keep the horn? I to horn whatever I want! Get f**k! I to horn whatever I want! Come down! It's a fuck!	Yes
angry_04-59_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_04-59_cloned.wav	Come down! Let's go, let's go! Go come! Police! Go fight! Go fight! Toy? Toy fight? You stupid? You think I fight you? Yes! Fuck! Yes!	Yes
angry_04-60_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_04-60_cloned.wav	You think I'll fuck you? Yeah. Go work taxi man. Go work taxi. Come on. Yeah go work taxi better. You need money I've got money.	Yes
angry_04-62_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_04-62_cloned.wav	I'll go to your fucking deck, you never play!	Yes
angry_04-63_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_04-63_cloned.wav	Let me tell you something, the next time you do it again, you're getting your, okay what? You're gonna let me fucking finish?	Yes
angry_04-67_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_04-67_cloned.wav	When you're driving up my ass when I'm trying to park the car and then you have to do something with your hands So I just say I don't care what you have to say. Okay, do you understand that?	Yes
angry_04-73_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_04-73_cloned.wav	Cuz this isn't important enough to me. You're not important enough. I'm gonna kick your shit off the trailer, nigga. I ain't worried about it.	Yes
angry_04-74_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_04-74_cloned.wav	I don't care, fuck him! Well he better take it up with you! Get his ass whipped!	Yes
angry_04-75_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_04-75_cloned.wav	Cory's back. What the fuck you talking about, boy? You made me mad today. Cory, you ain't going nowhere. You're a badass, man. You can't play with him. Fucking stinky foot fucker.	Yes
angry_05-10_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_05-10_cloned.wav	What the fuck you got in here? Let's all be white! I don't have any green in there! You see any green in there? What the fuck you got in here?	Yes
angry_05-11_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_05-11_cloned.wav	You lucky, you lucky, you lucky. You lucky. Fuck that, don't aim me. That is a little boy, don't aim me. I'll kill that son of a bitch. Don't aim me.	Yes
angry_05-12_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_05-12_cloned.wav	Don't listen! I don't even give a fuck! I don't even give a fuck! Let's go next! Let me see that shit!	Yes
angry_05-13_cloned	/generate_cloned_audio/qwen3_tts/violence/cloned audio/angry_05-13_cloned.wav	Fuck out of here. Let's go. Don't bring that shit up. Whatever. How does it end? How does it end? Mind your fucking business. She's a fool. Mind your fucking business. Mind your fucking business. Mind your fucking business.	Yes
